pointer_offsets;pointer_value;separators;extract
0xDA7704;0x00B1A938;00 00 00 00;@0E:[@15 ①,Your Dropzo†Home「Wash-up Lakne」†Other grade 1 or higher《Great Ne†イ》Select 3､Underneath the mountain tag† ]Your Endフェ†ズ､This unit is@00  †When placed in the p zone､Yours†《Great Nature》Vanger†If you have a do､Cost｡†Get paid､From your mountain bill「ウォッ†シュアップ・ラクーン」Search up to one†Home､Show to opponent､In addition to handbook､Mountain Tags†Shuffle｡                                   
0xDAD7A4;0x00B1AC4C;00 00;@0D@05   @12  :[@14 ①,Your Hands†From the tag「Duo Stage Guam Io† リ」Select one､Discard]Yours《Home†ミューダ△》Select one rear guard､†Back to hand､From your mountain bill†Search up to two cards with the same name as knit†Home､Show to opponent､In addition to handbook､Mountain Tags†Shuffle｡
0xDAA38C;0x00B1AE7C;00 00;@0E@03   :When your turn ends､†To Your Card Name「宝石騎士」 †Vanguard､Other your†Name「宝石騎士」including rearga†3 or more cards､1 sheet､この†Place the unit on a mountain bill､Mountain Tags†Shuffle｡                                                         
0xDA5E94,0xDA5EAC;0x00B1B064;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Aqua†フォース》If you have a Vanguard､†Cost｡Get paid､Home†Damaged 1 piece from the top of the mountain tag†Put in the  ､Endfeit of that turn†Initiation､Your damage zone†Select one､Back to the mountain､Mountain Tags†Shuffle｡
0xDA5DE4,0xDA5E04;0x00B1B278;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《ne†クタール》If you have a Vanguard､†Cost｡Get paid､Home†Damaged 1 piece from the top of the mountain tag†Put in the  ､Endfeit of that turn†Initiation､Your damage zone†Select one､Back to the mountain､Mountain Tags†Shuffle｡
0xDA5994,0xDA59B4;0x00B1B48C;00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《ペイル†Moon》If you have a Vanguard､†Cost｡Get paid､Home†Damaged 1 piece from the top of the mountain tag†Put in the  ､Endfeit of that turn†Initiation､Your damage zone†Select one､Back to the mountain､Mountain Tags†Shuffle｡
0xDA3844,0xDA38AC,0xDA443C,0xDA447C,0xDA461C,0xDA462C,0xDA550C,0xDAA73C,0xDAA79C,0xDACB6C,0xDACCE4;0x00B1B69C;00 00;@0E@03   :This unit is@0C(ブー†スト)When､Battle､@0C(ブー†スト)of the unit@07+3000pcs､†When the end phase starts､†Return this unit to the mountain tag､Mountain Tags†Shuffle｡
0xDA9234;0x00B1B7E0;00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@14 ①]This unit is@0C†(Boost)At the end of the battle､コス†Goodを｡Get paid､1 sheet､†Return this unit to the mountain tag､Mountain Tags†Shuffle｡       
0xDA43C4;0x00B1B998;00 00 00 00;@0D@05   :[@15 ①,Yours@00  † ､「Armor Bar」Home「槍 タ† 」Select one､ソウルed in Seoul] あ†From the mountain tag「Winning Alif」†Search up to one､ライドし､Mountain Tags†Shuffle｡                                                   
0xDA4784;0x00B1BB44;00 00;@0D@05   :[@15 ①,Yours@00  † ､「Irontail Dragon」Home「Home†Belling Claw Dragon」One†Select､ソウルed in Seoul]Your Mountain Tags†Home「Hingingアare Dragon」†Search up to one､ライドし､Mountain Tags†Shuffle｡
0xDAC1FC;0x00B1BCB0;00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]To Your Card Name†「Alfred」Vanguard including†if､From your mountain bill「道標†The Sage Ellon」Other grade 2†Search up to one card､Home†Not selected@00 Call to､Mountain Tags†Shuffle｡          
0xDA38BC;0x00B1BE7C;00 00;@0E:[@15 ②]This unit is@02 Home†When appeared､Cost｡払†Home､Grade 2 from your mountain bill†以下の《Gold Paradin》1 piece†Search､@00 Call to､Mountain Tags†Shuffle｡                     
0xDA70FC;0x00B1BFE0;00 00 00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]Your Grade Less Than 3†Home《 Paradin》The Van†If you have a guard､From your mountain bill†「Blaster Dark Blower」1 piece†Search､@00 Call to､Mountain Tags†Shuffle｡
0xDA4D0C,0xDA4DB4,0xDA4F64;0x00B1C160;00 00;@0E:[from your hand《Royal Pa†Ladin》Select one､Discard] この†knit@02  @00 When appeared､ あ†Home《Royal Paladin》Home†If you have a guard､Cost†Good｡Get paid､From your mountain bill､†「Close」 「Home」1 piece†Search､@00 Call to､Mountain Tags†Shuffle｡          
0xDA6254;0x00B1C354;00 00 00 00;@0D@03   :[@15 ①,This unit†Under the mountain bid]Yours《Home》†If you have a Vanguard､Yours†From Yamanote「忍獣 GIGANTONE」1 piece†Search､@00 Call to､Mountain Tags†Shuffle｡       
0xDA5BEC,0xDA5C04;0x00B1C4B4;00 00;@0E:[@15 ①,Other your card name†Home「銃士」Select one rear guard including†Home､Reject]This unit is@02 † @00 When appeared､Yours《ネオ†ネクタール》Vanguard† ､Cost｡Get paid､ あ†View up to four from the top of the mountain tag､Home†Name「銃士」1 card including†Search､@00 Call to､Mountain Tags†Shuffle｡                                                      
0xDAC204,0xDACA64;0x00B1C758;00 00 00 00;@0E:[@15 ②]This unit is@00 Home†When appeared､The opponent's Vanguard de†If you are reaching､Cost†Good｡Get paid､From your mountain bill†「Shearing Root Evo」Other car†Name「根絶者」1 card including†Search､@00 Call to､Mountain Tags†Shuffle｡                                
0xDA3E9C;0x00B1C96C;00 00;@0E@05   :[@15 ④]This unit†Attack hits Vanguard†Time､4 pieces from top of your mountain bill†Contact Us｡Public card grade†4 or more､Cost†Home｡Get paid､1 extra†Get ｡Open､Your Mountain Tags†Shuffle｡                                               
0xDA374C;0x00B1CB54;00 00;@0D【手札】:[Show this card to the opponent､†Put on a mountain tag]From your mountain bill†「Blaster Blade」Search up to one†Home､Show to opponent､Add to hand tags｡Mountain†Shuffle Tag｡                  
0xDA4D84;0x00B1CCE0;00 00;@0E:「蛹怪人 Giraffa」 †When riding on the course､From your mountain bill†「Elite Monster Giraffa」Up to one†Search､Show to opponent､In addition to handbook､Mountain†Shuffle Tag｡          
0xDA62E4;0x00B1CE4C;00 00;@0D@03   :[@15 ①,Yours《オ†Lusink Tank》2 Rear Guards†Select､Reject]From your mountain bill†「日輪の神 ア」Up to one†Search､Show to opponent､In addition to handbook､Mountain†Shuffle Tag｡                                         
0xDA4D54;0x00B1D000;00 00 00 00;@0E:「Inigman Riple」Home†When riding､Your Mountain Tags† 「Inigman Japan K.K」Up to one†Search､Show to opponent､In addition to handbook､Mountain†Shuffle Tag｡      
0xDA4DAC,0xDAB244;0x00B1D144;00 00 00 00;@0E:「Brawpanzer」Home†When riding､Your Mountain Tags† 「Brauガー」Up to one†Search､Show to opponent､In addition to handbook､Mountain†Shuffle Tag｡                  
0xDA9EAC;0x00B1D284;00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Cost†Home｡Get paid､From the top of your mountain bill†Put one piece in the damage zone､HOME†At the end of the､Your Damage Zoo†Select one､Back to the mountain､Mountain†Shuffle Tag｡           
0xDA7E14;0x00B1D460;00 00 00 00;@0E@03   :[This unit to Seoul† ]This unit is@0C(Boost)†In battle､Attack Vanger†When you hit Do､Yours《ne†クタール》If you have a Vanguard､†Cost｡Get paid､Home†View up to 5 pieces from the top of the mountain tag､グレ†d1《ectar》1 piece†Search､@00 Home@10Contact Us､Mountain†Shuffle Tag｡ 
0xDAA224,0xDAA5F4;0x00B1D68C;00 00 00 00;@0E:[@14 ②]This unit is@02 Home†When appeared､Cost｡払†Home､Your grade 1 or less†Select one guard､Your Mountain Tags†1 card with the same name as the unit†Search､@00 Call to､Mountain†Shuffle Tag｡                         
0xDA7E1C;0x00B1D844;00 00;@0D@03   :[@15 ①,This unit†Under the mountain bid]Yours《NEONEX†Tar》If you have a Vanguard､†View up to four from the top of your mountain bill､†Name「銃士」Cards containing 1†Search､@00 Call to､Mountain†Shuffle Tag｡                   
0xDAD04C;0x00B1DA10;00 00 00 00;@0E@05   @12  (Your damage†4 or more effective):[@15 ②]This Uni†T Attacked Vanguard†Battle ends､Cost｡†Get paid､Card name from your mountain bill†Home「宝石騎士」This card includes†ニットの@09The number of sheets equal to the number of†Search､Other@00 Call to､Mountain†Shuffle Tag｡                                
0xDAC1CC;0x00B1DC70;00 00;@0E:[@15 ①]This unit is@00 Home†When appeared､Cost｡払†Home､From your mountain bill@07Home†Search up to one card､This unit†same vertical column@00 Call to､Mountain†Shuffle Tag｡                     
0xDA6DC4;0x00B1DDF8;00 00 00 00;@0E:This unit is@02  @00 に登†When､Publish your mountain bid† ｡grade 1 or gray†Do2､《Home》Home､Card†Home@00 Call to､Other､Mountain†Shuffle Tag｡                                    
0xDA4D34;0x00B1DF5C;00 00;@0E:「Blaster Javelin」 †When riding a unit､Your Mountain†From the tag「Blaster Dark」1 piece†Search､Show to opponent､In addition to handbook､ その†Shuffle the mountain bid｡
0xDAD35C;0x00B1E0A0;00 00 00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､From your mountain bill「Blue†Flame Releaser パーシヴァル」1 piece†Search､Show to opponent､In addition to handbook､ その†Shuffle the mountain bid｡                           
0xDA9C24,0xDAA624;0x00B1E270;00 00 00 00;@0E:[Choose your rear guard､†Reject]This unit is@02 に登†When､Cost｡Contact Us† ､Card name from your mountain bill†「Blaster」1 card including†Search､Show to opponent､In addition to handbook､ その†Shuffle the mountain bid｡                                       
0xDA5054,0xDA52B4;0x00B1E470;00 00 00 00;@0E@03   :[This unit to Seoul† ]This unit is the card name「ブ†Raster」Include units@0C(ブー†スト)In battle､Attack Hick†When selected､Cost｡Contact Us† ､Card name from your mountain bill†「Blaster」1 card including†Search､Show to opponent､In addition to handbook､ その†Shuffle the mountain bid｡    
0xDA5A2C;0x00B1E6B0;00 00 00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]Grae from your mountain bill†D2 or less《Dark Ill 》†Search up to one､Set in Seoul､ その†Shuffle the mountain bid｡
0xDA57C4,0xDA5B44;0x00B1E7D0;00 00 00 00;@0E:This unit is@02 appeared on†時､Yours《Dark Ill 》†Select one rear guard､Your Mountain†Card with the same name as the unit†Search up to 3､Set in Seoul､ その†Shuffle the mountain bid｡  
0xDA5A74,0xDA5A7C;0x00B1E940;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Goal†ド》Vanguard†Home､Cost｡Get paid､†One piece from the top of your mountain bill†Place in the dizone､End of that turn†Starting Phase､Your damage zo†Select one from the ､Back to the mountain､ その†Shuffle the mountain bid｡
0xDA5A84,0xDA5A8C;0x00B1EB58;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《エンジ†ェルフェザー》Vanguard†Home､Cost｡Get paid､†One piece from the top of your mountain bill†Place in the dizone､End of that turn†Starting Phase､Your damage zo†Select one from the ､Back to the mountain､ その†Shuffle the mountain bid｡
0xDA58FC,0xDA593C;0x00B1ED70;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Grey†Dutch》Vanguard†Home､Cost｡Get paid､†One piece from the top of your mountain bill†Place in the dizone､End of that turn†Starting Phase､Your damage zo†Select one from the ､Back to the mountain､ その†Shuffle the mountain bid｡
0xDA4E7C;0x00B1EF88;00 00;@0E@03   :This unit is《Home》†Home@0C(Boost)In battle､ア†When Cook hits Vanguard､†opponent grade 0 rear guard 1†Select､Rejectable｡Rejected† ､Start of end phase†時､Return this unit to the mountain tag､ その†Shuffle the mountain bid｡         
0xDA4C5C;0x00B1F160;00 00;@0E@03   :This unit is《Home》†Home@0C(Boost)In battle､ア†When Cook hits Vanguard､†Rear guard of opponent grade 1 1†Select､Rejectable｡Rejected† ､Start of end phase†時､Return this unit to the mountain tag､ その†Shuffle the mountain bid｡      
0xDA4AE4,0xDA4AFC,0xDA4B1C;0x00B1F338;00 00;@0E@03   :This unit is@0C(ブー†スト)In battle､Attack Hick†When selected､@13 Contact Us｡@13  † ､Return this unit to the mountain tag､ その†Shuffle the mountain bid｡
0xDAA1FC;0x00B1F444;00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):This unit is vanger†When attacked､Battle､†This unit@07+4000 Good｡†@07+After 4000､When the battle ends､†Return this unit to the mountain tag､Yours†One grade 1 card from the mountain bill†Search､@00 Home@10Contact Us､ その†Shuffle the mountain bid｡
0xDA9F0C;0x00B1F694;00 00 00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[Reject this unit]†Your Vanguard Attack†Battle Guard Step Start､†3 or more of your rear guards†Home､Cost｡Get paid､†See three from the top of your mountain bill､１枚†Search､@01 Home@10Contact Us､ その†Shuffle the mountain bid｡                    
0xDA9ED4;0x00B1F908;00 00 00 00;@0E@06       @25   (Yours@02 †ONE G UNIT IN THE TABLE IN THE G ZONE†Effective):[@15 ①]This unit†Attack hits Vanguard†When､Cost｡払った† ､View 4 from the top of your mountain bill､†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡                  
0xDA4774;0x00B1FB04;00 00 00 00;@0E:[@15 ②]This unit is@02  †@00 When appeared､Cost†Home｡Get paid､From your mountain bill《Roy†Yar Paladin》Home〈High Beast〉Home†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡
0xDA3F5C;0x00B1FC68;00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①]This unit†When attacked by vanguard､ この†knit@0C(Boost)Contact Us† ､Cost｡Get paid､ あ†From the mountain tag「Night of Twin†Sword」Other grade 2 cards†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡
0xDA91A4;0x00B1FE98;00 00;@0E@05   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①,@14 ①]ッ†When ト attacked Vanguard､†Cost｡Get paid､Home†Grade 2 cards from the mountain bill†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡       
0xDA86AC,0xDA8954;0x00B2006C;00 00;@0E:[To Other Your Card Name「銃士」†Select one rear guard including､Rejected†Close]This unit is@00 appeared on†時､Your Vanguard@22  Home†Contact Us､Cost｡払†Home､4 photos from top of your mountain bill†Home､Name「銃士」including cards†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡                                
0xDA85F4;0x00B202E4;00 00 00 00;@0E@03   :[@15 ①]Your Van†Guard@22  When､Cost†Good｡Get paid､From your mountain bill†Name「探索者」including cards†Search up to one､@00 Call to､ その†Shuffle the mountain bid｡                     
0xDA93EC,0xDAA614;0x00B20460;00 00;@0E@05   :[@15 ③,Your Doro†Normal unit from Pzone5†Select､Put in the order you like on the mountain bid,†Select one from your hand､Discard]†This unit attaches to Vanguard†When it is caught､Cost｡払†Home､2 pieces of your rear guard†Select by､From your mountain bill†2 cards with the same name†Search､Other@00 Call to､ その†Shuffle the mountain bid｡          
0xDAA344;0x00B20724;00 00;@0D@03   @27     @25   (Yours†@02 OR G ZONE†One or more effective):[Your Drop†2 Normal Units from Zone†Select､Put in the order you like on the mountain bid]†To Your Card Name「ラ」†grade 3 or higher vanger including†If you have a do､Unit 1†Select｡Select､Same as the unit†Select up to 4 units†Home､In turn､@07+3000｡Yours†Shuffle the mountain bid｡                                               
0xDA87A4;0x00B20A30;00 00;@0D@03   :[@14 ①,This unit†Under the mountain bid]1 sheet､Yours†Shuffle the mountain bid｡    
0xDA716C;0x00B20AEC;00 00;@0E:「ヴィity Ball Dragon」†When you ride this unit､Home†View up to 7 pieces from the top of the mountain tag､「 シ†Uvalzsilt Dragon」 「グラ†Viticolaps Dragon」1 piece†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡
0xDA4494;0x00B20C98;00 00 00 00;@0E:[@15 ①]This unit is@00  †When placed in the drop zone､コス†Goodを｡Get paid､Yours†From Yamanote「鉄壁竜 shield」1 piece†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡                 
0xDA49AC;0x00B20E40;00 00 00 00;@0D【手札】:[Show this card to the opponent､†Put on a mountain tag]From your mountain bill†「Veervoフ Ziger」1 piece†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡      
0xDAA9D4;0x00B20FC8;00 00;@0E:「Black lacquer ヴォーティマー」†When you ride this unit､Home†View up to 7 pieces from the top of the mountain tag､「ス†Pectral Duke Dragon」 †「Black Dragon Knight ヴォーティマー」1 piece†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡
0xDA8F9C,0xDA937C;0x00B211B8;00 00 00 00;@0E@05   :This unit is@22   †時､Your Mountain Tags@02 Home†One card with the same name as the unit†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡
0xDA99D4;0x00B21310;00 00 00 00;@0E@06       :[@15 ①]ッ†ト Attack Hip Vanguard†When selected､Cost｡Contact Us† ､Up to 5 pieces†Close､1 grade 3 or more cards†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡                                        
0xDAB48C,0xDAB4A4,0xDAB74C,0xDAB764;0x00B214F4;00 00 00 00;@0D@05   @12  (Your damage†4 or more effective):[@14 ①,Yours†From the hand「Duo Stage Guam  イ†Ori」Select one､Discard]Yours†《Bermuda△》1 Rear Guard†Select､Back to hand､From your mountain bill†2 cards with the same name as the unit†Search､Show to opponent､In addition to handbook､Home†Shuffle the mountain tag｡            
0xDA557C;0x00B21774;00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]From the top of your mountain bill†10 pieces､《Grand Blue》1 piece†Search､Drop Zone､Home†Shuffle the mountain tag｡   
0xDA384C,0xDA4424,0xDAAD14;0x00B218B0;00 00;@0E@05   :[@15 ②]This unit†When attack hit､Cost†Good｡Get paid､2 sheets､You are†Select one from the hand､Back to the mountain､Home†Shuffle the mountain tag｡        
0xDA5D5C,0xDA5DA4;0x00B219F8;00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Home†ジョンeonpolis》The Vanguard†Home､Cost｡払った† ､Apply one piece from the top of your mountain bill†- Place it in the zone､The end of the turn†at the start of the､Your damage†Select one from the zone､Back to the mountain､Home†Shuffle the mountain tag｡
0xDA59F4,0xDA5A0C;0x00B21C10;00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Dark†イ》The Vanguard†Home､Cost｡払った† ､Apply one piece from the top of your mountain bill†- Place it in the zone､The end of the turn†at the start of the､Your damage†Select one from the zone､Back to the mountain､Home†Shuffle the mountain tag｡
0xDA4EB4;0x00B21E28;00 00 00 00;@0E@03   :This unit is《Novag†ler》Home@0C(Boost)Home† ､Attack on Vanguard†When､Your damage zone†Select one､Contact Us｡Contact Us† ､End phase opening of that turn†始時､Return this unit to the mountain tag､Home†Shuffle the mountain tag｡
0xDA6894;0x00B21FEC;00 00 00 00;@0D@03   :[This unit to Seoul† ,Yours@00 Home「Sword Dance†抹消者 ヒ」Select one､to Seoul† ]Yours@02 Home「Warrior軍 †Zuitan」if､Your Mountain Tags†Home「抹消者 Dragonic Desen†ダ」Search up to one､ライドし､Home†Shuffle the mountain tag｡                               
0xDA70EC;0x00B221E0;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《シャド†ウ》Vanguard†Home､Cost｡Get paid､†Card name from your mountain bill「撃退者」†Includes grade 0 or less cards1†Search､@00 Home@10Contact Us､Home†Shuffle the mountain tag｡                            
0xDAB944;0x00B223D0;00 00 00 00;@0E@03   :[This unit to Seoul† ]This unit is@0C(Boost)†In battle､Attack Vanger†When you hit Do､Your Vanga†Home@22  Contact Us､Cost†Good to pay｡Get paid､Your Mountain Tags†Up to 2 grade 0 cards†Search､Other@00 Home@10Contact Us､Home†Shuffle the mountain tag｡
0xDA869C;0x00B225BC;00 00;@0E@03   :[@15 ①,This unit†ソウルed in Seoul]Your Vanguard†Home@22  In turn､This unit†but vantage attacked†At the end of the､Cost｡払†Home､Find one from your mountain bill､†No unit@00 Call to､Home†Shuffle the mountain tag｡
0xDAD6FC;0x00B2276C;00 00 00 00;@0E@25   (Yours@02 OR G ZONE†ENABLES ONE OR MORE G UNITS IN THE TABLE):†This unit is from the mountain bill@00 Home†When､3 photos from the top of your mountain bill†Home､Search up to one､@00 Call to､Home†Shuffle the mountain tag｡
0xDA55B4;0x00B2291C;00 00 00 00;@0E:[@15 ②]This unit is@02  †@00 When appeared､Yours《Goal†ド》Vanguard†Home､Cost｡Get paid､†Grade 0 from your mountain bill《Go†ルドパラディン》Normal Unit†Search up to one､@00 Call to､Home†Shuffle the mountain tag｡         
0xDA420C;0x00B22AC8;00 00 00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①]This unit†When attacked by vanguard､ この†knit@0C(Boost)Contact Us† ､Cost｡Get paid､ あ†Grade 1 card from Nata no mountain tag†Search up to one､@00 Call to､Home†Shuffle the mountain tag｡
0xDAC3E4;0x00B22CC4;00 00 00 00;@0E@05   @12  (Your damage†4 or more effective):[@15 ①]Yours†Main Phase Start､Your Rear†3 or less guards､Cost†Good｡Get paid､From your mountain bill†Name「宝石騎士」Cards Included†Search up to one､@00 Call to､Home†Shuffle the mountain tag｡                            
0xDAC40C;0x00B22ED0;00 00 00 00;@0E:[@15 ①-Name「撃退者」Home†Included Cards]This unit is@02 に登†When､Cost｡Contact Us† ､Grade 1 from your mountain bill†Find one card below､This Uni†the same vertical column as the@00 Call to､Home†Shuffle the mountain tag｡                                  
0xDA4E44;0x00B230C8;00 00;@0E:[Grade 3 from your hand tag†《Mega Colony》Select one､Discard]†This unit is@00 When appeared､Home†Good to pay｡Get paid､You are†From the mountain tag「邪甲将軍 Giraffa」1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡                 
0xDA8214;0x00B232CC;00 00;@0E:[Grade 3 from your hand tag†《Gold Paradin》Select one､捨†Home]This unit is@00 appeared on†時､Yours《Gold Paradin》Home†Vanguard､Cost†Good｡Get paid､Your Mountain Tags† 「Freezer Guns Rod」1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡                                       
0xDA51C4;0x00B23524;00 00;@0D@03   :[@15 ①,Yours《Home†Home》Select two rear guards､Rejected†Close]From your mountain bill「ドラゴニッ†K Overload The End」1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡
0xDA53EC;0x00B236A8;00 00 00 00;@0E:「Heavenly Injector」Home†When you ride this unit､You are†View up to 7 photos from the top of the mountain tag､†「Healing Hands Elgodiel」 †「Fate Healing Hand Elgodiel」1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡
0xDA5C9C;0x00B23884;00 00 00 00;@0E:「Eyes ズィール」Home†When riding､Your Mountain Tags†View from Top to Top､「銀河超獣 ズィ†Home」 「Stars ズィール」1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡                                                                       
0xDABE74,0xDAC08C;0x00B23A74;00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､From the top of your mountain bill†5 photos､♪♪1 Card with Ability†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡                                  
0xDA4254;0x00B23C58;00 00 00 00;@0D@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①,This unit is† to Ur]Card from your mountain bill†Name「Blaster」Cards containing 1†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡         
0xDABA94;0x00B23E40;00 00;@0E@05   :[@14 ③]This unit is†@22  In turn､This unit is†Battle Attacked by Vanguard†Close､Cost｡Contact Us† ､5 pieces from top of your mountain bill､†Name「魔女」2 cards including†Search､Show to opponent､In addition to handbook､†Shuffle the mountain tag｡                                
0xDA8DC4;0x00B24074;00 00 00 00;@0E:This unit is@00 appeared on†時､10 pieces from top of your mountain bill､†Search up to one､Drop Zone､†Shuffle the mountain tag｡             
0xDA96B4;0x00B24194;00 00;@0E:with your card effect､ この†knit@00 From Drop Zone†When placed､3 from the top of your mountain bill†Contact Us､Name「抹消者」Included†Search up to one､Show to opponent､手†In addition to the tag､Return this card to the mountain tag､†Shuffle the mountain tag｡              
0xDA6DDC;0x00B243AC;00 00 00 00;@0E@03   :[This unit to Seoul† ]with your card effect､相手†The rear guard placed in the drop zone†When､Your grade 3 or higher†Name「抹消者」Vanga including†If there is a de､Cost｡†Get paid､10 pieces from top of your mountain bill†Close､「抹消者 Sweep Command†Dragon」Search up to one､ライドし､†Shuffle the mountain tag｡                          
0xDAD63C;0x00B24640;00 00 00 00;@0E@05   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①]This unit†Tack hit Vanguard†時､Cost｡Get paid､ あ†Grade 2 UNIT from Nata no mountain tag†Search up to one枚､@00 Call to､†Shuffle the mountain tag｡            
0xDA97D4,0xDAA504;0x00B24814;00 00 00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､Your Grade 2 or Less†Select one rear guard below､Yours†Car with the same name as the unit†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡         
0xDA3F2C;0x00B249D8;00 00 00 00;@0E@05   :Attack on this unit†When Vanguard hits､Home†Grade 2 or more cars from the mountain tag†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡
0xDAD6D4;0x00B24AF0;00 00 00 00;@0E@05   :Attack on this unit†When Vanguard hits､Home†Car grade 1 or less from the mountain tag†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡
0xDA7B74;0x00B24C04;00 00;@0E:This unit is「Light Sanctuary リ†ル」when riding､You are†to Seoul「Light Sanctuary プラネットラ†Home」If there is､Your Mountain Tags†Name「Light Sanctuary」Cars Included†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡           
0xDA98F4,0xDA9B1C,0xDA9BCC;0x00B24DD0;00 00;@0D@05   :[@15 ②-Name†「探索者」Cards Included]Your Mountain Tags†From Card Name「探索者」Cars Included†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡                   
0xDA4F9C,0xDA5234;0x00B24F28;00 00;@0E:[@15 ②]This unit is@02  †@00 When appeared､Yours《ロ†ル》Vanguard†Home､Cost｡Get paid､†Grade 2 or less from your mountain bill†Name「Blaster」Cars Included†Search up to one Do､@00 Call to､†Shuffle the mountain tag｡                      
0xDAD6F4;0x00B250FC;00 00 00 00;@0E@25   (Yours@02 OR G ZONE†ENABLES ONE OR MORE G UNITS IN THE TABLE):†[@15 ①]This unit is@00 Home†When､Cost｡払った† ､Grade 0 moss from your mountain bill†Search up to one､@00 Call to､†Shuffle the mountain tag｡                  
0xDAB51C,0xDAB534,0xDAB7DC,0xDAB7F4;0x00B252C4;00 00;@0E@05   @12  (Your damage†4 or more effective):[@15 ②]This Uni†T Attacked Vanguard†時､Cost｡Get paid､ あ†Name「Duo」including rearga†Select one､Back to hand､You are†The same name from the mountain tag†Search up to one､@00 Call to､†Shuffle the mountain tag｡                                               
0xDA4034;0x00B2551C;00 00 00 00;@0D@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):[@15 ①,This unit is† to Ur]Other your grade 2†Select one Rear Guard､You are†The same name from the mountain tag†Search up to one､@00 Call to､†Shuffle the mountain tag｡            
0xDA3C9C;0x00B25714;00 00 00 00;@0E@05   :This unit is@22   †時､Card name from your mountain bill†「探索者」Grade 2 or higher†Search up to one､@00 Call to､†Shuffle the mountain tag｡                     
0xDAC19C,0xDACA54;0x00B25860;00 00 00 00;@0D@05   :[@14 ②,Your Hand Tag†Your@02 same as the unit in†Select one card､Discard]この†Unit@22  Contact Us､Home†From the mountain tag､Grade 2 and Grade†Grade 0､Each Card†Search up to one､Other@00 Call to､†Shuffle the mountain tag｡ 
